"The 20 photographs of the week The deteriorating refugee crisis in Europe Maria Sharapova s positive drug te . . .
",fear,0.12357533542532251,0.31561849729925706,0.26728285353391812,0.15265517980315746,0.38084722004683469,0.27089989252101643,0.16951416785548457,0.1127105442697246,0.16643896157175442,0.15280964419667908,0.2774774808296383,0.24051768656630212,0.15397160291014167,0.23376767632251316,0.13786386042482957,0.2910496037434207,0.26023155968404654,0.27199357915474565,0.14433711384720638
"Tennis to nominate a three person panel to discuss Sharapova s fate . Penalty depends on degree of fault .
",interest,0.074446912308728463,0.23589664479645922,0.31835468008599266,0.36583504942416856,0.31018852686582887,0.19577914666905272,0.17834532569904893,0.27580312298859311,0.073097013021832913,0.081612399459871865,0.19014222371930412,0.16705843096814932,0.1227358066776516,0.3732190150797503,0.22096111911224958,0.34063711618892234,0.13522211223693992,0.14784083463134745,0.1605689383447878
"Tennis racket company says it will continue to sponsor Maria Sharapova . . .
",interest,0.02899021563344395,0.1886951790487893,0.059450245502234766,0.38367594555050011,0.1082211834742749,0.19644594658835479,0.19658313062127608,0.20424555920302567,0.020575443594831433,0.12823143310980945,0.36229837846387447,0.042751314627227366,0.11936822438485084,0.55542868570923576,0.17769800223498478,0.3327353042569936,0.18364154105194685,0.0068356897577881437,0.1827117446272476
"Sharapova s racket sponsor meldonium shouldn t be banned Maria Sharapova s racket supplier says the drug she
",disapproval,0.1557375345500146,0.16779871238532984,0.060802910607825722,0.49683656176803193,0.1559142699034114,0.28951434847592949,0.25358317732493985,0.18346382967124608,0.14955343818432121,0.20320708362504081,0.20248086721350322,0.0024606716290430652,0.044484992355173891,0.16968212028885354,0.15489393807770191,0.51556175230109169,0.076714590809925043,0.042409771201876834,0.2409149537426265
"Sharapova fights back in doping case Maria Sharapova denies she had been warned five times about the impending ban on meldonium and  . . .
",disapproval,0.10259260732090447,0.17531928091005966,0.1057875549341194,0.12087686529030484,0.52125178237253844,0.097939186656702537,0.054375708733822803,0.12906501337904985,0.16693071837673701,0.085616258565016978,0.14367627616672618,0.067744499558384019,0.34965188298403871,0.057085915961522349,0.10966082635224372,0.60376273790065416,0.22647231757096797,0.076229582923445727,0.11147485584165007
"Sharapova fights back in doping case Maria Sharapova denies she had been warned five times about the imp . . . CNN
",fear,0.1447160773457129,0.12677304527175448,0.096273666750916753,0.080744726119497678,0.57520529526125008,0.10997521820365153,0.038108177075576122,0.16773290722686862,0.09560892781178465,0.027626085711418114,0.1728666720759634,0.07660739213901957,0.39539621794415969,0.094181386919473642,0.030128230130107236,0.53271299013559059,0.27105228102221446,0.051231180753507743,0.054829902632951399
"Sharapova fights back in doping case Maria Sharapova denies she had been warned five times abou . . . breakingnews
",fear,0.10927986475417395,0.13351556278829657,0.10139405242169008,0.085039193678134173,0.57458331856478184,0.11582433095103506,0.022004310016442985,0.13338533525071317,0.10069395885388732,0.02909539936893446,0.15630422355437945,0.080681812551392729,0.41642565617961536,0.067376100103569092,0.031730622176138756,0.56104572174726064,0.22131595104265001,0.053955948726724601,0.05774607127227438
"Sharapova fights back after  distorted  reporting of doping case Maria Sharapova denies she had been  . . . Tennis
",disapproval,0.10300610214467232,0.15073170187348683,0.099754710003839175,0.14168852014597988,0.35834106378407138,0.0090807464009871053,0.024411890486086496,0.053986670556414706,0.065310894403580733,0.034363545435813991,0.31492749552451516,0.21398542598697645,0.048698897135610264,0.22091673064418904,0.067526537531577002,0.70495352324406069,0.24116197295132002,0.11523731883208066,0.17347189526830997
"Sharapova fights back after  distorted  reporting of doping case Maria Sharapova denies she ha . . . sport tennis
",disapproval,0.12507119790159749,0.13712440166665285,0.14493045660761927,0.11292013594499928,0.38171558004556783,0.020056788855126184,0.069013747626568755,0.043025237134013516,0.06552333041752656,0.047431665252491539,0.29659587988450742,0.17053790503142285,0.091697585501720247,0.29265822327013802,0.060343060742856558,0.6206046553982727,0.19219653605225362,0.091839576664708211,0.356731113311895
"Serena Williams Surprised amp Shocked By Maria Sharapova s Announcement
",surprise,0.090333857710253262,0.043411957351271457,0.1065036729877189,0.071050433217115905,0.089595549387659235,0.097543974332242822,0.51977223752135948,0.76834897696480708,0.038163460589742848,0.15199394906799468,0.029367261157751678,0.072570382718847748,0.15586376501710708,0.09115238455357455,0.090924155443803167,0.11598498081311392,0.036993081269792727,0.094284408480405868,0.015196980631044466
