"Vitriol and vulgarity yup that about sums up GOPDebate Sickening
",disgust,0.032351479,0.130878234,0.102408182,0.142282288,0.100391357,0.078791052,0.296661421,0.13904517,0.528388472,0.552315017,0.198509681,0.099039662,0.031469783,0.183507117,0.288108096,0.224619895,0.079520858,0.139836406,0
"Under attack and firing back GOPDebate was heated and filled with insults
",rage,0.117108912,0.055896771,0.209564576,0.103663917,0.195660398,0.055453202,0.169883674,0.168004235,0.173351916,0.223703839,0.606275276,0.461922048,0.146899409,0.08099506,0.070289061,0.219007789,0.221215572,0.178344618,0.085028725
"They really out did themselves last night 3 on one Didn’t look so good
",admiration,0.084776785,0.052210641,0.670858009,0.058154908,0.10716818,0.12283853,0.262439936,0.193580918,0.189438278,0.109895882,0.129339675,0.045119523,0.247759387,0.318043048,0.064228265,0.088765338,0.120572256,0.087586869,0.374504477
"The real Or anunnaki clone seeking global domination like maybe
",interest,0.116822561,0.212962782,0.015415348,0.253617318,0.39295273,0.148500301,0.14799723,0.037253807,0.233600606,0.060319656,0.203092025,0.090590749,0.146021238,0.527037609,0.255115286,0.134925619,0.168546053,0.08587677,0.388409354
"The next GOPDebate should just be a WWE battle royal Last man in the ring gets the nomination Couldn t be any less embarrassing for USA
",rage,0.115350823,0.091356091,0.189969992,0.360041648,0.271935156,0.160614312,0.069761892,0.31406462,0.047983314,0.177476351,0.527390864,0.173688649,0.072667992,0.239650404,0.127614236,0.328877321,0.18794646,0.124502868,0.171137588
"She is hilarious man haha tomorrow she might say dont politicise elections
",anticipation,0.176422062,0.279401886,0,0.116481138,0.156031748,0.045467621,0.307995273,0.489847456,0.040702888,0.229789413,0.155274787,0.116029957,0.535288586,0.334599531,0.120476134,0.0292506,0.039635319,0,0.092478521
"RT Wife Struck out EVERYONE in tonight s GOPDebate A TRUE leader who stays cool under pressure ChooseCruz https
",surprise,0.057611063,0.088286277,0.15760985,0.422869385,0.217110496,0.090642886,0.304156833,0.515781646,0.088078722,0.056140911,0.201636499,0.155367862,0.094156681,0.289285448,0.075137392,0.108227781,0.08966367,0.110258699,0.406840057
"RT Why has Cruz sealed his records Are we not tired of sealed records Michigan GOPDebate FoxDebate Fox
",rage,0.141893178,0.166448806,0.138776945,0.417934916,0.24373752,0.120969596,0.156857573,0.266091417,0.039319713,0.033432049,0.441168977,0.303527065,0.253686852,0.324334063,0.139847729,0.254333198,0.065234781,0.146450985,0.140938298
"RT When the media enters a debate armed w a power point presentation to attack a SINGLE participant something s wrong GOP
",fear,0.142791814,0.190816399,0.147800961,0.346070507,0.439388857,0.269737748,0.250984674,0.236280987,0.142915965,0.11221621,0.336526081,0.286275304,0.131811883,0.257583076,0.076493068,0.172610899,0.169523838,0.08419847,0.18310927
"RT What a real answer on FlintWaterCrisis looks like if anyone at GOPDebate wanted to take some notes
",admiration,0.08797743,0.130980012,0.439746773,0.144435683,0.26613451,0.154025772,0.224427953,0.27391294,0.114756657,0.095158856,0.23412015,0.192479296,0.204652466,0.430199911,0.125332338,0.103540917,0.235384098,0.175567757,0.295329565
"RT Very good reasons why we DO love Donald Trump GOPDebate PresidentTrump AlwaysTrump DumpTheEstablishment
",love,0.185052865,0.07362644,0.239446069,0.184171331,0.263978772,0.069940927,0.052480325,0.062590933,0.17581052,0.113509458,0.229216713,0.131399015,0.072547649,0.439098066,0.066406556,0.078640167,0.152523928,0.1527132,0.647289551
"RT Trump they’ll do what I tell them You’re running for President not dictator GOPDebate
",fear,0.169907135,0.166719446,0.288562139,0.160238495,0.404661925,0.183294613,0.246864637,0.392492296,0.090265681,0.098483946,0.304267372,0.204625468,0.201027905,0.285023143,0.084105717,0.094979035,0.183479483,0.226250355,0.217151627
"RT Trump I will give these guys credit even though they don t deserve it That s not how credit works Explains the bankr
",appreciation,0.03759648,0.097849677,0.412008265,0.245205539,0.21596967,0.230413637,0.170907868,0.273399268,0.11292729,0.096476525,0.075997011,0.134606755,0.095400788,0.411622562,0.048588474,0.222841282,0.446128048,0.030268545,0.281052699
"RT Trump disavows the KKK and David Duke gopdebate
",disapproval,0,0,0.121462452,0.289091902,0.007617854,0.133234074,0.060342425,0.285759644,0.126466788,0.223593324,0.001923483,0.02431765,0,0.192236544,0.112470963,0.767846188,0.211860998,0.18963815,0.109273312
"RT This may be why people hate politics You say someone is dangerous and not qualified but you would support them GOPDebate
",loathing,0.075248874,0.109188796,0.380678497,0.243749778,0.431312226,0.090283687,0.067902699,0.047057427,0.513144504,0.250108779,0.226499758,0.17089316,0.069092448,0.232602263,0.068222476,0.249103329,0.106566234,0.128624415,0.131207968
"RT This is 1st time in our lifetime a president will have the independence to do what s right for America GOPDebate
",anticipation,0.1355207,0.214793775,0.247376291,0.290058614,0.211843324,0.135100071,0.104757442,0.224655546,0.100874361,0.082709181,0.267847076,0.208296935,0.564253505,0.242833096,0.063704549,0.126082615,0.273904735,0.204622941,0.138742183
"RT This GOPDebate is like watching a bullet train run into a semi truck full of gasoline at 150 mph FOXDebate
",interest,0.129301137,0.125453086,0.30040779,0.10296997,0.229266837,0.265070726,0.314960117,0.246685472,0.119829664,0.195686869,0.354951751,0.255200874,0.240106464,0.356983183,0.165061582,0.175983185,0.15362189,0.230627782,0.14125371
"RT They spent the night calling each other Degenerates Only to say I ll support the Degenerate if elected GOPDebate mor
",rage,0.095732562,0.086403154,0.372556357,0.241508054,0.185000394,0.063657235,0.141585977,0.028989846,0.156239935,0.247525364,0.56428886,0.148689283,0.08507984,0.269226451,0.070520427,0.276914324,0.151901139,0.129567636,0.315646949
"RT There is only one candidate who is capable of dealing with today’s world Hillary2016 GOPdebate http
",interest,0.102205026,0.084769583,0.398451134,0.350971497,0.1694517,0.107396504,0.09794499,0.037267478,0.0566454,0.024668802,0.184940985,0.071192246,0.148279449,0.62421439,0.162299307,0.26369461,0.075199805,0.076422229,0.295133096
"RT The real question is how big is Obama s penis GOPDebate
",interest,0.083954152,0.079033474,0.23720754,0.237651035,0.370384518,0.226396601,0.211026631,0.239958762,0.043251883,0.051016872,0.338560371,0.161589954,0.213738331,0.462026928,0.094344004,0.094472915,0.223017835,0.102735661,0.317693383
"RT The racist rage the audience audibly exerts at the notion of a path to citizenship for immigrants was bone chilling
",rage,0.156993594,0.152961441,0.185856884,0.161839924,0.289951795,0.308002147,0.272123977,0.141597562,0.257553543,0.231400706,0.435996936,0.405279299,0.10970544,0.151348743,0.147579274,0.137273242,0.10303801,0.168812631,0.171106907
"RT The most reasonable thing on the stage was Ted Cruz s booger because tried to get away from him GOPDebate
",rage,0.048082485,0.171660372,0.189054592,0.139848221,0.138209281,0.217210191,0.1715032,0.151029889,0.215893215,0.153852782,0.619438317,0.273929551,0.129055393,0.361733987,0.089505884,0.064697951,0.08393142,0.288687054,0.123716591
"RT Seems like a pretty reliable poll GOPdebate Foxdebate TrumpsHands cruzcrew TeamMarco
",interest,0.166094997,0.316759908,0.102746776,0.266587441,0.333616766,0.176264496,0.182071316,0.336763214,0.11513301,0.143525835,0.20438512,0.105440161,0.051228075,0.389094098,0.01062458,0.204374843,0.307295022,0.020646526,0.352161786
"RT Rubio scores Twitter points with yoga joke GOPDebate
",surprise,0.195013312,0.125119325,0.160432134,0.225008803,0.108252344,0.197714766,0.290672975,0.533557964,0.076645774,0.232161236,0.373633383,0.264911402,0.052089601,0.152299814,0.137279705,0.275646704,0.143636198,0.183901685,0.072270424
"RT RT if you want a president who will fight for a FullRepeal of Obamacare GOPDebate
",love,0.087782707,0.121545171,0.20996196,0.092113186,0.372304386,0.090190166,0.111396094,0.02580639,0.068978786,0.052754154,0.439028522,0.212743463,0.084421451,0.357291345,0.083299181,0.317506831,0.186630249,0.145552344,0.470144193
"RT Recovering from watching the GOPDebate They ve really upped the crazy I didn t think they could do it
",rage,0.224655976,0.17322015,0.197294015,0.180242257,0.145923339,0.145811255,0.322105001,0.178332051,0.073932905,0.132538307,0.428135336,0.216231019,0.249255897,0.271952434,0.157757578,0.151291972,0.105439529,0.31589079,0.349496427
"RT Protesters descend on GOPDebate in Detroit
",rage,0.065864057,0.0584646,0.096321448,0.083347027,0.170009538,0.159180767,0.142668003,0.053358824,0.071641464,0.119809905,0.717129306,0.450153336,0.056783248,0.184775755,0.080590548,0.259343966,0.040174665,0.21410615,0.060006759
"RT President The GOP rhetoric is terrifying understands that diversity makes us stronger GOPDebate
",apprehension,0.039189684,0.219008041,0.131169501,0.1483993,0.282522878,0.427448612,0.118999987,0.138190513,0.148417167,0.100460081,0.420248812,0.31533788,0.103239855,0.18208008,0.131508729,0.086766534,0.398397321,0.240646139,0.148493209
"RT pattar Well done they deserved it
",appreciation,0.168108761,0.17308849,0.409532081,0.157245904,0.261990461,0.079809878,0.082483504,0.168360803,0.083255505,0.194496494,0,0.110126797,0.215754582,0.109896347,0.119092139,0.275007185,0.643197941,0.06629674,0.125511951
"RT My party is committing suicide on national television GOPDebate
",interest,0.07232852,0.107770463,0.227524208,0.271030085,0.212761899,0.182097064,0.090637671,0.038859881,0.100475354,0.090895563,0.335307321,0.276920272,0.035695571,0.501429184,0.187549069,0.270255254,0.098654362,0.384868914,0.208637104
"RT Marco Rubio has MISSED MORE VOTES in the Senate over the past 3 years than any other Senator Fact GOPDebate
",disapproval,0.044062682,0,0.356560199,0.029256454,0.09740313,0.261487727,0.111347792,0.008912604,0.001716131,0.172517287,0.394597805,0.180686456,0.123353601,0.296818513,0.111785967,0.583732444,0.196626631,0.228302132,0.119437476
"RT Little Marco sweating so hard when they brought up his plan to give illegals amnesty amp citizenship GOPdebate https
",apprehension,0.186853587,0.229347739,0.199624949,0.201123772,0.380276786,0.460833251,0.101507965,0.231453458,0.059216497,0.057536985,0.134365539,0.047879194,0.342730378,0.301915866,0.063927945,0.19401937,0.150044468,0.022150117,0.332891856
"RT LGF Biggest take away from tonight s GOPDebate Not a single one of those men is fit to lead the country
",rage,0.047303245,0.056332618,0.254922752,0.191192073,0.368556615,0.159962839,0.182850064,0.301919793,0.094947961,0.151703625,0.396055378,0.366924028,0.139129795,0.361176059,0.183205458,0.258492669,0.080212809,0.161071654,0.03080417
"RT Let s start talking about the issues that matter to this country GOPDebate
",interest,0.019695757,0.078069136,0.143389848,0.158742923,0.315560817,0.14019243,0.051619951,0.022905958,0.054155857,0.017625474,0.323037348,0.156276567,0.11392397,0.789568905,0.054417382,0.109037557,0.062732486,0.107347353,0.163124125
"RT Kasich has Dr Evil mouth GOPDebate
",rage,0.073131696,0.052333457,0.130352512,0.043298676,0.236202686,0.169310965,0.099547351,0.094990866,0.103241307,0.135530134,0.579470703,0.465856541,0.234206721,0.118778466,0.096325046,0.145251073,0.074504986,0.239224444,0.354546096
"RT just had the best answer of the GOPdebate The great city of Detroit was destroyed by liberal policies Hit 9
",love,0.170994493,0.052757926,0.256784852,0.238818851,0.227724207,0.082162899,0.209924051,0.340703635,0.106336453,0.152896227,0.344366071,0.18763692,0.067777349,0.245627139,0.094062645,0.237798939,0.041160727,0.155691884,0.530576482
"RT In the end God may not ask how we voted But God will ask how we loved the hungry the incarcerated the sick amp the str
",love,0.243608855,0.096613329,0.192034478,0.160835166,0.223823149,0.188676404,0.098382287,0.098618375,0.061562412,0.084262169,0.185864719,0.186591111,0.089818896,0.25628193,0.107277906,0.131592136,0.105135655,0.142387953,0.741162895
"RT In less than a year one of these men could have his hands on our nation’s nuclear launch codes Think about that SK
",fear,0.155191973,0.134113711,0.30509504,0.293064798,0.565272191,0.264330219,0.209585582,0.206366377,0.135019145,0.165949286,0.235428505,0.227938621,0.193413054,0.185057217,0.070314582,0.157116253,0.047685475,0.103846108,0.188542841
"RT In GOPDebate Donald Trump is unpredictable and proud of it
",surprise,0.151697249,0.164558852,0.369501945,0.134555803,0.268840724,0.071023699,0.304974354,0.513516743,0.001482288,0,0.354693721,0.290057098,0.083976608,0.166111731,0.025606469,0.147579304,0.215144868,0.087097788,0.200863292
"RT Important to Understand Trump has built an EMPIRE TedCruz amp MarcoRubio have built NOTHING GOPDebate via h
",appreciation,0.074746508,0.092983517,0.16623217,0.166684249,0.138002153,0.468713054,0.120672445,0.11051348,0.236225487,0.093248512,0.254871769,0.292848233,0.097211627,0.322346655,0.073344224,0.137538125,0.486241054,0.2005157,0.187964639
"RT If I say do it they’re gonna do it that’s what leadership is That s actually called dictatorship
",rage,0.044673029,0.104154213,0.162745244,0.472336392,0.279688322,0.067199864,0.228993114,0.202785517,0.04598064,0.027731831,0.506140259,0.091783076,0.177197478,0.195187706,0.001174551,0.050338403,0.263819348,0.014074729,0.389808558
"RT If I say do it they’re gonna do it that s what leadership is that’s actually called dictatorship
",rage,0.044673029,0.104154213,0.162745244,0.472336392,0.279688322,0.067199864,0.228993114,0.202785517,0.04598064,0.027731831,0.506140259,0.091783076,0.177197478,0.195187706,0.001174551,0.050338403,0.263819348,0.014074729,0.389808558
